post_id,text,time
10163960082695455,"All in the numbers...
Next up in our City Career Stats... it's Gabriel Jesus!",2020-04-09 14:43:25
10163959523740455,"🏆 DRINKING IT IN 🏆
Post 93:20 euphoria and plenty of other behind-the-scenes clips from over the years in our Tunnel Cam Supercut!
*Cue nostalgia*
WATCH 🎥 https://youtu.be/-vS4l1HJb8A",2020-04-09 12:00:01
10163959247485455,Sergio Aguero's 200th City appearance on this day in 2016!,2020-04-09 09:53:44
10163954813210455,A great catch-up with Ilkay Gundogan who shares what he's been up to during lockdown along with cooking tips and Netflix recommendations!,2020-04-08 21:00:35
10163954104045455,"Your 16/17 #ManCity line up to face @FCBarcelona in the #UCL...
XI | Caballero, Zabaleta, Otamendi, Stones, Kolarov, Fernandinho, Sterling, Gundogan, Silva, De Bruyne, Aguero
SUBS | Kompany, Fernando, Nolito, Navas, Clichy, Gunn, Iheanacho
19:45 UK KO 🎥 https://manc.it/3c2GVXw",2020-04-08 19:30:00
10163953902295455,"Don't forget to head over to Cityzens At Home for regularly updated news, advice and a wide range of fun and educational activities, centred on football, for the whole family to enjoy in your homes...
Check it out here! ⬇
BETA.MANCITY.COM
Cityzens at Home",2020-04-08 16:00:46
10163953604140455,1 minute and 31 seconds of pure Kevin De Bruyne magic ✨,2020-04-08 14:48:57
10163952947445455,"DELPH!!! 💥
On This Day in 2017!",2020-04-08 14:00:01
10163952810680455,"DERBY DELIGHT! 🔴🔵
A win at Old Trafford on this day in 2013...",2020-04-08 12:00:01
10163952720850455,"🙌 It's matchday on CITY+ 🙌
⚽️ City 3-1 Barcelona, 16/17
⏰ 19:45 UK
📺 CITY + manc.it/2JNrZ3v",2020-04-08 11:00:01
10163952675365455,Wishing Keira Walsh a very Happy Birthday!,2020-04-08 09:40:39
10163946653220455,"Got a spare five minutes this afternoon?
We've got just the thing for you...
Why don't you watch every Premier League goal scored by Gabriel Jesus?!",2020-04-07 21:00:21
10163948090755455,"The Etihad Airways Fan of the Month has launched to recognise the heroic efforts of City fans who are going the extra mile – and often much further – to help their community and make a genuine difference to people’s lives.
It’s time to shine the spotlight on these inspirational individuals who are helping those in need and share their amazing stories and acts of bravery and kindness.
Do you know a Cityzen who deserves special recognition?
Let us know…
CITYZENS.MANCITY.COM
cityzens.mancity.com",2020-04-07 19:00:01
10163947872455455,"Don't forget to head over to Cityzens At Home for regularly updated news, advice and a wide range of fun and educational activities, centred on football, for the whole family to enjoy in your homes...
BETA.MANCITY.COM
Cityzens at Home",2020-04-07 18:00:00
10163947138285455,"The next CITY+ Watch Together match this week is...
City 3-1 Barcelona, UCL 2016/17
Wednesday 8 April, KO 19:45 UK
CITY+ manc.it/2JNrZ3v
You guys gonna tune in?! 👀",2020-04-07 16:00:01
10163947216405455,Happy Birthday Lee Geum-min! 🥳,2020-04-07 15:00:01
10163946649250455,"No weights? No problem! 🏋️‍♂️😂
In the latest instalment of City Away we see how the players are improvising with their home work-outs!
Once again, this episode features plenty of cute 🐶 and 👶...",2020-04-07 12:00:01
10163941858465455,"Cityzens At Home a visit!
It's here to bring you regularly updated news, advice and a wide range of fun and educational activities, centred on football, for the whole family to enjoy in your homes.⁣..
⁣
BETA.MANCITY.COM
Cityzens at Home",2020-04-06 15:50:35
10163941201075455,"How have our players been staying fit at 🏠?
Here are a few snippets! 👇",2020-04-06 13:00:00
10163940872205455,"2019 FA Cup semi-final ✅
A Wembley win on this day last year!",2020-04-06 10:01:28
10163934757680455,Every goal so far! Riyaaaaaaaad!,2020-04-05 21:00:40
10163934770740455,"Matchday for you? 🎮
Play your own EA SPORTS FIFA 2020 game against Liverpool at 16:30 BST today in Kick-Off or Online Friendlies mode with friends.
More ➡️ manc.it/2X2WH08",2020-04-05 15:00:01
10163934750640455,"🎨 + 📸 = 😍
The final piece in our week-long exhibition. Going out with King Kun! 🙌",2020-04-05 13:00:01
10163934739785455,The boys were in the mood against the Saints back in 2014!,2020-04-05 10:00:01
10163930883385455,"Why not try out Otamendi's overnight oats? Prepare tonight and enjoy tomorrow! 😋
Just one of many recipes available for Cityzens At Home!
BETA.MANCITY.COM
Cityzens at Home",2020-04-04 22:00:01
10163930054955455,"2️⃣0️⃣2️⃣3️⃣
We are delighted to announce striker Jess Park has signed her first professional contract!",2020-04-04 19:00:02
10163928869300455,"🎨 + 📸 = 😍
Seeing double 👀",2020-04-04 16:00:00
10163928798830455,"Here's our 17/18 line-up for today's clash...live on CITY+ 👊
XI | Ederson, Danilo, Stones, Otamendi, Fernandinho, Walker, De Bruyne, D Silva, Mendy, Aguero, G Jesus
SUBS | Bravo, Gundogan, Mangala, Delph, Sane, Bernardo, Foden
WATCH: manc.it/2JNrZ3v",2020-04-04 15:00:00
10163928739220455,"🙌 It's matchday on CITY+ 🙌
⚽️ City 5-0 Liverpool, 17/18
⏰ 3pm UK
📺 manc.it/2JNrZ3v",2020-04-04 10:00:00
10163923658055455,"All the activities, games and recipes you need to get through the weekend.
#CityzensAtHome: https://manc.it/349ASgN",2020-04-03 17:00:01
10163923101535455,"Ah… We all miss football…
Who enjoy replaying and commentating their favourite goals at home?
#CityzensAtHome",2020-04-03 16:00:00
10163923112810455,"💙 CITY+ Watch Together 💙
Every Saturday and Wednesday on CITY+, which is free until football returns, we’re giving #CityzensAtHome the chance to relive some of the most memorable matches from our recent history!",2020-04-03 13:00:41
10163922761005455,"🎨 + 📸 = 😍
The birthday boy 💙",2020-04-03 12:15:00
10163922551310455,KDB and Leroy Sane did the damage against The Bluebirds.,2020-04-03 09:44:17
10163922462260455,"Keep smilin' 😁
Happy birthday, Gabriel Jesus! 💙",2020-04-03 09:13:30
10163918492195455,"This was SO good! 😂
We gave members of the squad some ""normal"" jobs around the CFA to make a tour these young Cityzens will never forget 😀",2020-04-02 21:00:09
10163917835445455,"WORKOUT WITH SERGIO!
It's time to see what our players have been up to at 🏠 in our latest episode of City Away! 📺",2020-04-02 19:00:00
10163918118410455,"Why not try out Kevin De Bruyne's veggie fajitas for dinner tonight?
Just one of many recipes available for CityzensAtHome here...⬇️
BETA.MANCITY.COM
Cityzens at Home",2020-04-02 17:53:33
10163916773175455,"Wanna see every single one of Mahrez's City goals?
Silly question...of course you do! 😏",2020-04-02 15:00:00
10163916430090455,"🎨 + 📸 = 😍
These three, though!",2020-04-02 13:00:00
10163916611090455,"Our Premier League fixture against Liverpool may not be going ahead on Sunday but the two sides will still be locking horns...
More details! ⬇️
MANCITY.COM
City v Liverpool: Take on the EA SPORTS FIFA 20 challenge!",2020-04-02 12:23:35
10163916283860455,"We put four past the Cherries on this day back in 2016...
Favourite goal from this one?",2020-04-02 10:21:30
10163909668060455,Some silky skills on show!,2020-04-01 21:00:54
10163911486685455,A great catch-up with Ilkay Gundogan who shares what he's been up to during lockdown along with cooking tips and Netflix recommendations!,2020-04-01 19:00:00
10163909944515455,A classic win at White Hart Lane!,2020-04-01 13:00:01
10163909696460455,"🎨 + 📸 = 😍
Heads-up! ⚽️",2020-04-01 10:49:54
10163902863665455,"""WE'LL COME BACK FROM THIS STRONGER..."" 💪
⁣
#CityzensAtHome is here to bring you regularly updated news, advice and a wide range of fun and educational activities, centred on football, for the whole family to enjoy in your homes.⁣
⁣
mancity.com/cityzensathome",2020-03-31 21:00:57
10163902862480455,"IF WE FOLLOW THE GAME PLAN WE WILL GET THROUGH THIS TOGETHER 💙
⁣
#CityzensAtHome is here to bring you regularly updated news, advice and a wide range of fun and educational activities, centred on football, for the whole family to enjoy in your homes.⁣
⁣
mancity.com/cityzensathome",2020-03-31 16:00:24
10163902878920455,"🎨 + 📸 = 😍
Next-up: KDB prepares to whip one in!",2020-03-31 13:00:00
10163902859765455,INJURY TIME DRAMA! 🚨,2020-03-31 12:00:00
10163902851465455,A good day at Goodison! ⚽️,2020-03-31 09:24:54
10163896512870455,Some big goals in here! Every Premier League goal scored by Gabriel Jesus!,2020-03-30 23:00:39
10163897521185455,"Step up your game this #WorldBackupDay. Join us and pledge to get #CyberFit with Acronis
➡️ https://manc.it/2QVr2tw",2020-03-30 17:00:00
10163897388900455,"""WE'LL COME BACK FROM THIS STRONGER..."" 💪
⁣
#CityzensAtHome is here to bring you regularly updated news, advice and a wide range of fun and educational activities, centred on football, for the whole family to enjoy in your homes.⁣
⁣
mancity.com/cityzensathome",2020-03-30 16:00:00
10163896555130455,"🎨 + 📸 = 😍
The first piece in our seven-day illustration and photo mash-up exhibition kicks-off with Raheem Sterling 💙",2020-03-30 13:00:00
10163896535340455,Bernardo Silva and Sergio Aguero on the mark at a sun-drenched Craven Cottage.,2020-03-30 10:00:06
10163890398575455,"Time for Episode 3️⃣ of City Away!*
Let's have a look at what our players have been up to while at home...
*SPOILER: This episode features Cancelo's incredibly cute dogs!",2020-03-29 23:00:53
10163890395540455,One of the finest games the Etihad has ever seen!,2020-03-29 13:00:00
10163883523255455,A nice-goal masterclass!,2020-03-28 21:00:29
10163883501485455,"That is some goal! 🔥
Take a stroll down memory lane with Meg Campbell in our latest episode of Mini-Me 🛣👩‍👧",2020-03-28 13:00:00
10163883456675455,Toni Duggan and Jane Ross combined to out-gun the Gunners.,2020-03-28 10:00:00
10163876310325455,Every one of Gab's PL goals!,2020-03-27 21:00:47
10163877389965455,"These two are repping tonight on FIFA 20 against Real Madrid's Brahim Diaz and Thibaut Courtois.⁣
⁣
8pm UK live on Twitch! BE THERE!⁣
⁣
⁣ https://www.twitch.tv/brahimlaporte",2020-03-27 14:13:51
10163876307250455,A little Friday booster for ya! 😏,2020-03-27 13:00:00
10163871654830455,A nice-goal masterclass!,2020-03-26 21:00:03
10163871572800455,"CITY CAREER STATS!
First up...we take a closer look at Leroy Sané 👊",2020-03-26 18:00:00
10163870452285455,"Got a spare five minutes this afternoon?
We've got just the thing for you...
Why don't you watch every Premier League goal scored by Gabriel Jesus?!",2020-03-26 14:00:00
10163869860245455,A Women's FA Cup quarter-final win three years ago today...,2020-03-26 10:08:02
10163863740860455,One of the finest games the Etihad has ever seen!,2020-03-25 21:00:18
10163864849510455,"T E A M
Our Women's squad might be at home, but it didn't stop them from teaming up to create this feel-good video!
Big shout out to Meg Campbell for putting this together!",2020-03-25 18:00:00
10163863599770455,"You voted for it...so here it is!
Vincent Kompany's rocket against Leicester has been given the full animation treatment...GOOSEBUMPS!",2020-03-25 14:00:00
10163863093195455,A big hug from Aymeric! 🤗,2020-03-25 12:00:02
10163863010105455,Bit of Derby Day delight on this day back in 2014!,2020-03-25 10:18:06
10163856130055455,"Some of the best tricks and flicks from February...
Whose skills were best, though?",2020-03-24 21:00:38
10163856414790455,Listen to the man 💪,2020-03-24 12:00:00
10163856168880455,"If we follow the game plan, we'll get the win. Let's all come together as one team 💙⁣
⁣
#StayAtHomeSaveLives",2020-03-24 09:23:54
10163852881030455,Hope springs eternal 💙,2020-03-23 21:43:49
10163850815735455,"Teacakes or Twinkies? Twiglets or Flaming Hot Cheetos? Rhubarb & Custards or Sour Patch Kids?
We put a host of snacks up against eachother and let our very own Georgia Stanway and Janine Beckie decide which came out on top!",2020-03-23 21:00:15
10163850635655455,"Time for Episode 3️⃣ of City Away!*
Let's have a look at what our players have been up to while at home...
*SPOILER: This episode features Cancelo's incredibly cute dogs!",2020-03-23 17:00:00
10163849885105455,"Raining Goals! ☔⚽
Which one was your favourite from February?",2020-03-23 14:00:00
10163849678495455,Our Phil 💙,2020-03-23 11:21:03
10163846307175455,"The best wrestler in the squad is... 🤔
We'll let Riyad and Benji answer these ones! 😂",2020-03-22 21:22:46
10163843642695455,This place 😍,2020-03-22 15:00:00
10163843230555455,A little pick-me-up message from Rodrigo 💙,2020-03-22 12:34:00
10163842548185455,The big man hit a hat-trick! ⚽️⚽️⚽️,2020-03-22 08:57:58
10163836816455455,A little weekend booster for ya! 😏,2020-03-21 20:00:00
10163837645415455,"Footballs always the winner ⚽️⁣
⁣
⁣
⁣
⁣
⁣
⁣
#mancity @ Manchester City Football Academy",2020-03-21 17:08:04
10163835875395455,Back when the Bulldog came to visit! 🐶,2020-03-21 17:00:00
10163836847130455,Missing this place 💙,2020-03-21 14:56:15
10163835898030455,Big hug from Ederson 🤗,2020-03-21 12:00:01
10163835917700455,"Manchester City and Manchester United have donated a combined £100,000 to help food banks in Greater Manchester meet increased demand from vulnerable people as a result of the coronavirus (COVID-19) pandemic.
MANCITY.COM
#ACityUnited - Manchester clubs come together to donate £100,000 to local food banks",2020-03-21 11:04:57
10163835779280455,"Why have one on this day when you can have three?!
7️⃣ goals
3️⃣ wins
9️⃣ points
Enjoy!",2020-03-21 10:13:58
10163831819245455,"City Away is back! 2️⃣
With football away our players have been doing their best to stay busy! Let's have a look! ⚽️",2020-03-20 20:00:01
10163831221970455,One of the finest games the Etihad has ever seen!,2020-03-20 17:44:24
10163829658365455,"Feeling like being a bit arty with the time on your hands at home? 🎨⁣⁣
⁣⁣
Sorted.⁣⁣",2020-03-20 12:57:53
10163829179200455,A message from the captain! 🗣,2020-03-20 10:23:38
10163824564555455,"Some of the best tricks and flicks from February...
Whose skills were best, though?",2020-03-19 22:00:00
10163822927585455,"Photography battle is BACK! This time out we see Senior Club Photographer Victoria Haydn take on Hannah Couzens!
Their muse for the day.. Nicholas Otamendi! 📸",2020-03-19 16:00:01
10163822590175455,"Take care of yourselves, your families and stay safe! 💙",2020-03-19 10:00:00
10163816283765455,Leroy Sane appreciation post!,2020-03-18 21:00:00
10163818041605455,"Wondering what our players are up to whilst they're at home?
Find out with episode one of City Away!",2020-03-18 18:31:24
10163816104655455,"Teacakes or Twinkies? Twiglets or Flaming Hot Cheetos? Rhubarb & Custards or Sour Patch Kids?
We put a host of snacks up against eachother and let our very own Georgia Stanway and Janine Beckie decide which came out on top!",2020-03-18 17:00:00
10163815948865455,Stay strong 💙⁣,2020-03-18 10:56:08
10163810358160455,The second half these boys had in the Premier League U18s Cup? MADTING 🔥,2020-03-17 18:00:01
10163810023660455,"According to Raheem Sterling, Pauline Bremer, Ilkay Gundogan and Matilde Fidalgo, continuous improvement, confidence and preparation in a positive environment is essential for them to perform at the top level.
Read the blog for six steps to lead you to career success: http://bit.ly/2uOGL5K",2020-03-17 13:24:51
10163809450370455,Big Emile Mpenza inspiring a much-needed win at the Riverside!,2020-03-17 10:16:31
10163805240575455,"The best wrestler in the squad is... 🤔
We'll let Riyad and Benji answer these ones! 😂",2020-03-16 19:00:00
10163803619810455,Throwing it back to 2008 for this one against Spurs...,2020-03-16 15:00:03
10163803779660455,"""When you use it once you say ""wow, now I understand""""
#PepLovesHisLeaf",2020-03-16 13:00:00
10163803332200455,"COME BACK!
This time last year a late Sergio Aguero goal fired us into the FA Cup semi-final...",2020-03-16 11:00:01
10163799564060455,Sink your teeth into that! Happy Sunday 😁,2020-03-15 20:00:42
10163798007990455,"No football? Why not treat yourself to a feature-length film telling the story of Sergio Aguero's life and career, through the eyes of his mum, dad and Lionel Messi.
WATCH: https://manc.it/2rbVaEf",2020-03-15 15:30:34
10163797584295455,Now that Mr. Silva is special! What a strike! 🔥,2020-03-15 11:03:00
10163794625605455,A nice-goal masterclass!,2020-03-14 20:41:48
10163792153635455,We'll see you all very soon 💙,2020-03-14 13:00:00
10163792114045455,The day the SWP robot dance was born!,2020-03-14 11:00:00
10163787252750455,"Club statement following the Premier League, FA, EFL and WSL collectively agreeing to postpone the professional game in England.
MANCITY.COM
Club statement",2020-03-13 13:12:51
10163786964190455,"Matilde's role model growing up was Brazil international superstar Marta.
As a follow on to International Women’s Day, we look at the key role models and life moments that inspired our players...
Who was your role model growing up?",2020-03-13 13:00:00
10163786810515455,"Just how do you do it, Sergio?! 📐",2020-03-13 11:01:19
10163782602435455,Thursday's session...,2020-03-12 17:16:43
10163781330130455,LEEEEEEROYYYYYY!,2020-03-12 13:00:00
10163781214740455,"This time last year we put seven past Schalke!
Sergio Aguero 35'
Sergio Aguero 38'
Leroy Sane 42'
Raheem Sterling 56'
Bernardo Silva 71'
Phil Foden 78'
Gabriel Jesus 84'",2020-03-12 11:01:19
10163780926535455,"This morning's media round-up...
MANCITY.COM
90 mins: 'City would fight Reds for Kane'",2020-03-12 09:11:56
10163777654920455,Still managed to squeeze a game in!,2020-03-11 20:30:00
10163776989225455,Super Six! What a way to win back-to-back Premier League Cups! 🏆,2020-03-11 19:00:00
10163776974010455,Back to training!,2020-03-11 17:00:00
10163775852630455,"Lauren wanted to be a singer when she grew up. Fortunately for us that didn’t work out! 😉
As a follow on to International Women’s Day, we look at the key role models and life moments that inspired our MCWFC players💭
What were your career ambitions when you were younger? 🤔",2020-03-11 16:00:00
10163776360870455,"Back where it all began! Take our quiz on City's origins...
CITYZENS.MANCITY.COM
cityzens.mancity.com",2020-03-11 14:13:15
10163775877105455,A driving run followed by a great finish! 🔥,2020-03-11 13:00:00
10163775611345455,The old guard combined for this win! 🙌,2020-03-11 11:00:00
10163775447545455,"⚽ Real duo set to miss City clash?
📰 Leipzig ace linked with Etihad move
🏆 Salute to U18 PL Cup winners...
MANCITY.COM
Media Watch - Real duo set to miss City clash?",2020-03-11 09:12:53
10163772007650455,"Get your prediction in for Wednesday night ⬇️
CITYZENS.MANCITY.COM
cityzens.mancity.com",2020-03-11 01:00:00
10163773712790455,"BACK 2️⃣ BACK! 🏆
U18 Premier League Cup Winners 1️⃣9️⃣/ 2️⃣0️⃣",2020-03-10 23:49:16
10163771902385455,Target acquired... Wednesday night v Arsenal ⚽️,2020-03-10 19:00:00
10163771309865455,⚽️ G A M E R E A D Y ⚽️,2020-03-10 13:57:17
10163770751565455,"HAYS spoke with Steph Houghton, Rodri, Matilde Fidalgo and Raheem Sterling on how they have overcome career challenges.
Watch the full video below and read the blog to find out how to overcome any obstacles in your career: http://bit.ly/36It31p",2020-03-10 11:00:00
10163770652405455,"It's a HUGE week for City...
MANCITY.COM
Media assess City's Champions League chances",2020-03-10 09:24:47
10163765942650455,Highlights of the fourth derby of the season...,2020-03-10 01:00:00
10163767408750455,"K D B!
Back out on the training pitches at the CFA 💪",2020-03-09 18:01:19
10163766582510455,"Karen Bardsley started playing football when she was about 5 or 6 years old ⚽️
Following on from International Women's Day, we look at role models and life moments that inspired our MCWFC players 💭
When did you first start playing football? 🤔",2020-03-09 18:00:01
10163767102040455,Ready to bounce back!,2020-03-09 16:44:57
10163765987785455,A confusing hatty but we'll take it nonetheless 😅,2020-03-09 11:17:51
10163765660245455,Happy Holi to everyone celebrating around the world!,2020-03-09 09:30:00
10163765684305455,"This way 👇 for your Monday morning 📰 headlines.
MANCITY.COM
Media Watch: Foden urges City to stay motivated",2020-03-09 09:05:58
10163761892040455,Cross town...,2020-03-08 17:02:12
10163761710485455,"Your City team to take on United! 🙌
Ederson, Cancelo, Otamendi, Fernandinho (C), Zinchenko, Rodrigo, Gundogan, Foden, Bernardo, Sterling, Aguero
Subs | Bravo, Walker, Jesus, Silva, Mendy, Mahrez, E Garcia",2020-03-08 16:31:23
10163760303975455,"The form book goes out the window on Derby Day...
Or maybe not?",2020-03-08 14:00:00
10163760556470455,"⚽ United v City predictions
🤞 Raheem Sterling eager to end derby drought
💙 Lionesses praise for Lauren Hamp
🗞️ City eye £80m defender?
MANCITY.COM
Media Watch: Sterling out to end derby drought",2020-03-08 10:58:34
10163760290535455,"For the 182nd time...
There's more than just pride at stake in this city.",2020-03-08 10:00:00
10163756014505455,🔴 D E R B Y D A Y 🔵,2020-03-08 09:00:00
