post_id,text,time,shared_text,likes,comments,shares,post_url,link,like,love,wow,haha,sorry,anger,w3_fb_url
10163676839340455,"Doesn't get much bigger than Sunday's date with Chelsea! Come on, City! 🙌",2020-02-21 11:43:47,,7862,75,0,https://m.facebook.com/story.php?story_fbid=10163676839340455&id=208411345454,,7862,474,8,13,1,18,nan
10163676615930455,Sergio's 150th City appearance! Five years ago...,2020-02-21 10:06:56,,12954,91,0,https://m.facebook.com/story.php?story_fbid=10163676615930455&id=208411345454,,12954,785,34,17,1,15,nan
10163673933300455,The smile of a birthday boy! 😀,2020-02-21 06:00:00,,77667,4903,0,https://m.facebook.com/story.php?story_fbid=10163673933300455&id=208411345454,,77667,28016,296,355,25,61,nan
10163672605540455,No days off! 💪,2020-02-20 19:00:01,,23669,238,0,https://m.facebook.com/story.php?story_fbid=10163672605540455&id=208411345454,,23669,1698,42,37,3,112,nan
10163672544375455,"Title on the line we went to battle with Chelsea on the final day of the 2016 season! 🏆
They return to the Academy Stadium on Sunday and the stakes are just as high 😏
🎟: manc.it/2SIboTD",2020-02-20 17:00:00,,8470,89,0,https://m.facebook.com/story.php?story_fbid=10163672544375455&id=208411345454,http://manc.it/2SIboTD,8470,338,12,14,1,19,nan
10163671810150455,"The ePL Playoffs are back! With more drama and more goals! 🤯
Watch as City's best FIFA players go head to head as they compete for the chance to represent us it the ePremier League Finals! 🎮",2020-02-20 12:00:00,,4249,59,0,,,4249,222,9,5,0,34,nan
10163671621270455,"City trio receive special praise this morning...
MANCITY.COM
De Bruyne tipped for top PFA prize",2020-02-20 10:14:03,"MANCITY.COM
De Bruyne tipped for top PFA prize",5892,116,54,https://m.facebook.com/story.php?story_fbid=10163671621270455&id=208411345454,https://manc.it/38Lipsq,5892,444,9,13,2,39,nan
10163669466840455,Tonight's win in pictures...,2020-02-19 23:03:07,,32102,385,0,https://m.facebook.com/story.php?story_fbid=10163669466840455&id=208411345454,,32102,2691,63,96,10,1091,nan
10163669278025455,FULL-TIME | Goals from Rodrigo and Kevin De Bruyne secures the three points for us!,2020-02-19 22:23:13,,35724,1062,0,https://m.facebook.com/story.php?story_fbid=10163669278025455&id=208411345454,,35724,3452,127,286,30,2159,nan
10163668500335455,"Tonight's team news is in!
XI | Ederson, Walker, Otamendi, Laporte, Mendy, Rodrigo, De Bruyne, D Silva (C), Bernardo, G Jesus, Aguero.
SUBS | Bravo, Stones, Gundogan, Fernandinho, Mahrez, Cancelo, Foden.",2020-02-19 19:30:25,,31794,3342,0,,,31794,2003,105,942,122,13028,nan
10163667075385455,"""The fans can be sure of two things.
""The first one is that the allegations are false. And the second is that we will do everything that can be done to prove so.""
MANCITY.COM
Club CEO discusses UEFA ruling",2020-02-19 14:04:37,"MANCITY.COM
Club CEO discusses UEFA ruling",9030,506,668,https://m.facebook.com/story.php?story_fbid=10163667075385455&id=208411345454,https://www.mancity.com/citytv/mens/club-ceo-discusses-uefa-ruling-63717712,9030,930,12,99,14,22,nan
10163666711435455,Go in-depth with Sergio Aguero who reflects on a glittering nine years at City! 💙,2020-02-19 12:02:03,,18799,266,0,https://m.facebook.com/story.php?story_fbid=10163666711435455&id=208411345454,,18799,2308,49,34,9,30,nan
10163666627415455,Sergio's penalty proved the difference the last time we faced the Hammers at the Etihad...,2020-02-19 11:28:05,,13975,108,0,https://m.facebook.com/story.php?story_fbid=10163666627415455&id=208411345454,,13975,866,21,26,6,19,nan
10163666387090455,"All the pre-match chatter in one place!
MANCITY.COM
Media Watch: West Ham predictions and team news",2020-02-19 09:37:36,"MANCITY.COM
Media Watch: West Ham predictions and team news",2829,55,20,https://m.facebook.com/story.php?story_fbid=10163666387090455&id=208411345454,https://www.mancity.com/news/mens/man-city-transfer-news-rumours-west-ham-previews-63717697,2829,117,5,9,0,17,nan
10163666370580455,‪LETS GOOOO! 🙌‬,2020-02-19 09:28:36,,30061,715,0,https://m.facebook.com/story.php?story_fbid=10163666370580455&id=208411345454,,30061,2529,66,178,12,82,nan
10163662518320455,"Back to winning ways and a big win! Our legend and fan are in agreement! 🤝
Predict the score here! 👉 https://bit.ly/2udeV38",2020-02-18 21:00:00,,8354,138,0,https://m.facebook.com/story.php?story_fbid=10163662518320455&id=208411345454,https://bit.ly/2udeV38,8354,285,14,24,2,8,nan
10163661662020455,Jeeeeze! Some strike that! 🔥,2020-02-18 13:03:05,,14562,137,0,,,14562,992,36,17,6,10,nan
10163661125395455,"High praise for our Algerian genius...
MANCITY.COM
More to come from ‘world great’ Mahrez says Eto’o",2020-02-18 09:00:50,"MANCITY.COM
More to come from ‘world great’ Mahrez says Eto’o",18354,687,196,https://m.facebook.com/story.php?story_fbid=10163661125395455&id=208411345454,https://manc.it/2vEeJdF,18354,4166,118,87,5,13,nan
10163656827290455,"Raining Goals! ☔⚽
Enjoy our top strikes from January! 📆",2020-02-17 23:00:00,,20243,451,0,,,20243,4238,127,58,7,9,nan
10163657782955455,The cold never bothered me anyways ❄️,2020-02-17 19:00:00,,39042,756,0,https://m.facebook.com/story.php?story_fbid=10163657782955455&id=208411345454,,39042,3617,59,247,15,44,nan
10163656791970455,Place booked in the Women's FA Cup quarter-finals!,2020-02-17 15:00:00,,12197,103,0,https://m.facebook.com/story.php?story_fbid=10163656791970455&id=208411345454,,12197,515,24,30,3,8,nan
10163656569290455,"El Mago with the late winner against the Hammers!
Oh, and can we just talk about that assist from Kevin De Bruyne?!",2020-02-17 12:54:46,,6770,100,0,,,6770,524,17,19,1,7,nan
10163656117240455,"A ""ruthlessly dominant"" display is hailed across the board!
MANCITY.COM
Media Watch: Press react to City hitting 10",2020-02-17 09:22:24,"MANCITY.COM
Media Watch: Press react to City hitting 10",3548,43,18,https://m.facebook.com/story.php?story_fbid=10163656117240455&id=208411345454,https://www.mancity.com/news/first-team/media-watch/2020/february/man-city-transfer-news-rumours-ipswich-fa-cup,3548,113,7,4,0,5,nan
10163652657450455,TEN!,2020-02-16 17:47:22,,18900,241,0,https://m.facebook.com/story.php?story_fbid=10163652657450455&id=208411345454,,18900,1247,47,93,7,20,nan
10163652525210455,Three hat-tricks plus a goal from Laura Coombs seals our spot in the Women's FA Cup quarter-finals!,2020-02-16 17:16:30,,31817,870,0,https://m.facebook.com/story.php?story_fbid=10163652525210455&id=208411345454,,31817,2307,895,3517,25,21,nan
10163651609190455,"Here's how we line up in Women's FA Cup this afternoon...
XI | Benameur, Stokes, Houghton (C), Coombs, Bremer, Stanway, Beckie, Toland, Hemp, Park, Walsh.
SUBS | Scott, White, Weir, Wullaert, Bissell, Fidalgo.",2020-02-16 14:00:00,,9457,381,0,,,9457,274,11,367,8,302,nan
10163651332935455,"Cup fever this morning!
MANCITY.COM
Media: Ipswich face ‘monumental’ task against City",2020-02-16 11:20:15,"MANCITY.COM
Media: Ipswich face ‘monumental’ task against City",5507,74,23,https://m.facebook.com/story.php?story_fbid=10163651332935455&id=208411345454,https://www.mancity.com/news/first-team/media-watch/2020/february/man-city-transfer-news-rumours-women-fa-cup,5507,144,5,23,1,5,nan
10163648439140455,Back to business! ♻️,2020-02-15 21:15:33,,45084,1171,0,https://m.facebook.com/story.php?story_fbid=10163648439140455&id=208411345454,,45084,3945,79,603,124,264,nan
10163647375870455,"A little recap of our last game at the Academy Stadium to get you in the mood for tomorrow! 😍
🎟: manc.it/2tYJgSL",2020-02-15 19:30:29,,4631,87,0,https://m.facebook.com/story.php?story_fbid=10163647375870455&id=208411345454,http://manc.it/2tYJgSL,4631,300,7,21,2,7,nan
10163641023845455,Feel the love of flying and football come together 💙,2020-02-14 11:49:02,,6259,631,0,,,6259,580,27,168,19,10,nan
10163640605565455,"1️⃣ highly rated defender ➕ 1️⃣ promising striker...
MANCITY.COM
Media Watch: Coveted French defender on radar?",2020-02-14 09:10:55,"MANCITY.COM
Media Watch: Coveted French defender on radar?",3433,62,17,https://m.facebook.com/story.php?story_fbid=10163640605565455&id=208411345454,https://www.mancity.com/news/first-team/media-watch/2020/february/man-city-transfer-news-gossip-dayot-upamecano-luka-reisch-14-februaryl,3433,111,4,20,1,4,nan
10163637063095455,Three points in the bag!,2020-02-13 21:00:00,,12296,181,0,,,12296,710,38,18,3,9,nan
10163637057840455,"Know a young fan who would make a great mascot at the Carabao Cup final?
Nominate the now!
CITYZENS.MANCITY.COM
cityzens.mancity.com",2020-02-13 19:00:01,"CITYZENS.MANCITY.COM
cityzens.mancity.com",5975,379,78,https://m.facebook.com/story.php?story_fbid=10163637057840455&id=208411345454,https://cityzens.mancity.com/widgets/preview/event-form/d413ac635a3b45f296d75ce85124fd70?utm_medium=social&utm_source=facebook&utm_campaign=competition_wembley_mascot_1920_villa&utm_content=organic_image_all,5975,271,4,18,2,6,nan
10163637026655455,An early goal and a clean sheet sealed our eleventh consecutive home win at the Academy Stadium!,2020-02-13 16:42:36,,5728,76,0,https://m.facebook.com/story.php?story_fbid=10163637026655455&id=208411345454,,5728,327,8,18,2,7,nan
10163635952490455,"Four great moves from January...but which is your favourite?
Mahrez vs Villa
Aguero vs Palace
Bernardo vs Fulham
Mahrez vs United
VOTE NOW! https://bit.ly/38oz84P",2020-02-13 16:00:00,,13761,1088,0,,https://bit.ly/38oz84P,13761,2126,72,22,5,6,nan
10163635925770455,Sterling LOVES a goal against the Cherries!,2020-02-13 11:01:13,,12820,122,0,https://m.facebook.com/story.php?story_fbid=10163635925770455&id=208411345454,,12820,829,29,43,6,55,nan
10163635751065455,"Thursday's media headlines...
MANCITY.COM
Gossip: City among clubs 'circling' Adama Traore?",2020-02-13 09:49:06,"MANCITY.COM
Gossip: City among clubs 'circling' Adama Traore?",9056,232,45,https://m.facebook.com/story.php?story_fbid=10163635751065455&id=208411345454,https://manc.it/2wgF4ih,9056,243,29,50,4,16,nan
10163633241825455,FULL-TIME: Gemma Bonner's early goal clinches the three points for us at the Academy Stadium!,2020-02-12 21:57:18,,20931,202,0,https://m.facebook.com/story.php?story_fbid=10163633241825455&id=208411345454,,20931,972,32,81,7,31,nan
10163632893545455,"Here's how we line up at the Academy Stadium tonight...
XI | Roebuck, Stanway, Houghton (C), Bonner, Stokes, Walsh, Weir, Scott, Hemp, Wullaert, White.
SUBS | Benameur, Coombs, Bremer, Toland, Park, Fidalgo.",2020-02-12 20:49:59,,7746,387,0,,,7746,231,12,372,7,584,nan
10163630750415455,"Do you ever look back on your posts and just 😖
Jill, Steph and Demi have done just that!",2020-02-12 13:00:00,,3787,73,0,https://m.facebook.com/story.php?story_fbid=10163630750415455&id=208411345454,,3787,237,6,28,3,8,nan
10163630731160455,A crucial win on the way to the title!,2020-02-12 11:24:49,,5795,87,0,https://m.facebook.com/story.php?story_fbid=10163630731160455&id=208411345454,,5795,367,7,21,4,7,nan
10163630634405455,"Happy birthday, Nico!⁣
⁣
The General turns 32 today 🎉⁣",2020-02-12 10:39:38,,33312,914,0,,,33312,2603,62,218,8,89,nan
10163626857645455,"""He is my idol...""
David Silva's City teammates heap praise on their captain!
Watch Made in Gran Canaria now on CITY+
SUBSCRIBE ➡ http://mancity.com/city-plus/",2020-02-11 21:00:06,,7320,121,0,https://m.facebook.com/story.php?story_fbid=10163626857645455&id=208411345454,http://mancity.com/city-plus/,7320,761,17,15,5,17,nan
10163626269180455,"How do you develop your own talents? In this video, Hays Worldwide spoke with City players who reflected on their experiences that have helped them achieve career success.
Read more: http://bit.ly/36ILbYY",2020-02-11 18:00:00,,3071,48,0,,https://bit.ly/36ILbYY,3071,208,10,5,1,5,nan
10163626060060455,"Three City stars compete to become the SAP dribbling champion 🏆
Find out who smashed it in part 2 of Beat The Stats.",2020-02-11 16:00:05,,43892,326,0,,,43892,3061,140,263,8,15,nan
10163626703840455,Out there whatever the weather! 🌨💨☀️,2020-02-11 15:10:30,,10138,97,0,https://m.facebook.com/story.php?story_fbid=10163626703840455&id=208411345454,,10138,667,14,23,4,11,nan
10163626032425455,Cold Wednesday night in Stoke? ✅,2020-02-11 10:36:06,,16524,143,0,https://m.facebook.com/story.php?story_fbid=10163626032425455&id=208411345454,,16524,1068,51,21,4,8,nan
10163625881990455,"Two more names emerge from the transfer rumour mill...
MANCITY.COM
Media: City chasing two highly-rated youngsters?",2020-02-11 09:18:56,"MANCITY.COM
Media: City chasing two highly-rated youngsters?",4344,59,21,https://m.facebook.com/story.php?story_fbid=10163625881990455&id=208411345454,https://www.mancity.com/news/first-team/media-watch/2020/february/man-city-transfer-news-rumours-marash-kumbulla,4344,112,8,5,1,10,nan
10163621885585455,Six in the City this time last year...,2020-02-10 14:35:53,,29000,371,0,https://m.facebook.com/story.php?story_fbid=10163621885585455&id=208411345454,,29000,2288,89,102,20,29,nan
10163621466475455,We #KickOffAConversation with players from our EDS and women's Development Squad to discuss mental wellbeing as part of the Premier League's #HeadsUp campaign 💬,2020-02-10 12:02:00,,4802,44,0,https://m.facebook.com/story.php?story_fbid=10163621466475455&id=208411345454,,4802,242,4,5,2,5,nan
10163621108845455,"Transfer talk in today's 📰👇
MANCITY.COM
Media Watch: Young striker under consideration?",2020-02-10 09:09:36,"MANCITY.COM
Media Watch: Young striker under consideration?",4956,77,29,https://m.facebook.com/story.php?story_fbid=10163621108845455&id=208411345454,https://www.mancity.com/news/first-team/media-watch/2020/february/man-city-news-transfer-gossip-erling-haaland-paul-pogba,4956,140,9,29,0,9,nan
10163618409910455,Oscar night got us like... 🎥,2020-02-09 20:17:47,,16658,166,0,https://m.facebook.com/story.php?story_fbid=10163618409910455&id=208411345454,,16658,1371,31,27,2,70,nan
10163616762845455,Just some of the crazy conditions we've had on matchdays down the years...,2020-02-09 16:00:01,,18452,217,0,https://m.facebook.com/story.php?story_fbid=10163616762845455&id=208411345454,,18452,1025,208,25,80,11,nan
10163616799960455,"You can still get your City fix this weekend with City+ available on all devices! 🙌
Start your 30-day free trial ▶️ manc.it/39irtFc",2020-02-09 14:18:14,,3944,100,0,https://m.facebook.com/story.php?story_fbid=10163616799960455&id=208411345454,http://manc.it/39irtFc,3944,238,3,8,0,5,nan
10163616440030455,"⚠ MATCH POSTPONED ⚠
Due to extreme and escalating weather conditions and in the interests of supporter and staff safety, today’s Premier League match against West Ham has been postponed.",2020-02-09 12:16:17,,21714,1105,0,https://m.facebook.com/story.php?story_fbid=10163616440030455&id=208411345454,,21714,267,444,291,2626,289,nan
10163616287215455,"⚽ A double header of City v West Ham, plus a ton of transfer gossip...
MANCITY.COM
Media Watch: City to battle United for Grealish?",2020-02-09 11:08:00,"MANCITY.COM
Media Watch: City to battle United for Grealish?",4796,85,30,https://m.facebook.com/story.php?story_fbid=10163616287215455&id=208411345454,https://www.mancity.com/news/first-team/media-watch/2020/february/man-city-news-transfer-gossip-west-ham-grealish-coutinho,4796,139,10,5,0,8,nan
10163616053145455,READY FOR THIS,2020-02-09 09:25:41,,30281,847,0,https://m.facebook.com/story.php?story_fbid=10163616053145455&id=208411345454,,30281,1891,60,198,31,36,nan
10163611503240455,"Do you think you can predict tomorrow's score?
Have a go!
CITYZENS.MANCITY.COM
cityzens.mancity.com",2020-02-08 23:00:01,"CITYZENS.MANCITY.COM
cityzens.mancity.com",4155,230,17,https://m.facebook.com/story.php?story_fbid=10163611503240455&id=208411345454,https://cityzens.mancity.com/widgets/preview/score-predictor/3a98efcf29a54629a6ea21d45902eb93?utm_medium=social&utm_source=facebook&utm_campaign=score_predictor_city_west_ham_home_pl_1920_marathon_bet_challenge&utm_content=organic_image_all,4155,136,5,22,1,11,nan
10163611378835455,Sergio's penalty proved the difference the last time we faced the Hammers at the Etihad...,2020-02-08 21:00:01,,19065,142,0,https://m.facebook.com/story.php?story_fbid=10163611378835455&id=208411345454,,19065,997,18,33,3,8,nan
10163612391140455,Matchday -1!,2020-02-08 20:00:00,,24683,222,0,https://m.facebook.com/story.php?story_fbid=10163612391140455&id=208411345454,,24683,1452,33,46,4,14,nan
10163612245960455,Focus.,2020-02-08 19:00:00,,8443,135,0,https://m.facebook.com/story.php?story_fbid=10163612245960455&id=208411345454,,8443,601,13,18,1,8,nan
10163611443215455,"Made in Gran Canaria!
""What a man. What a player. Had a lump in my throat at the end.""
WATCH ON CITY+ https://bit.ly/31Jcemg",2020-02-08 17:00:00,,3922,65,0,,https://bit.ly/31Jcemg,3922,389,3,3,11,3,nan
10163611361805455,Elano hitting past the Hammers!,2020-02-08 14:00:01,,6404,61,0,,,6404,342,9,13,0,5,nan
10163611516815455,"Saturday's back page headlines...
MANCITY.COM
Express: Mbappe & Kane on City's future wish list?",2020-02-08 12:14:45,"MANCITY.COM
Express: Mbappe & Kane on City's future wish list?",11179,296,125,https://m.facebook.com/story.php?story_fbid=10163611516815455&id=208411345454,https://manc.it/2UAmSdf,11179,359,56,198,0,19,nan
10163608265705455,It's all here! Your weekly round-up of all the comings and goings at City!,2020-02-07 21:00:01,,6889,88,0,,,6889,491,17,13,2,20,nan
10163607812670455,Lifelong Blue! 💙,2020-02-07 20:00:00,,4191,52,0,https://m.facebook.com/story.php?story_fbid=10163607812670455&id=208411345454,,4191,299,12,8,0,7,nan
10163607564365455,Another three years of Keira!,2020-02-07 19:30:00,,9042,79,0,https://m.facebook.com/story.php?story_fbid=10163607564365455&id=208411345454,,9042,580,12,16,1,32,nan
10163607467200455,"She's staying!
Keira Walsh has put pen to paper on a three-year deal!",2020-02-07 19:00:00,,3386,54,0,https://m.facebook.com/story.php?story_fbid=10163607467200455&id=208411345454,,3386,270,13,10,0,8,nan
10163607368685455,Game day just around the corner!,2020-02-07 16:37:07,,31130,449,0,https://m.facebook.com/story.php?story_fbid=10163607368685455&id=208411345454,,31130,3292,86,37,2,37,nan
10163606665995455,Bit of Yaya magic to brighten up your day...,2020-02-07 13:25:36,,7936,118,0,,,7936,677,30,9,3,10,nan
10163606480270455,"A record seven Premier League Player of the Month awards for Sergio!
⁣
🏆 October 2013⁣
🏆 November 2014⁣
🏆 January 2016⁣
🏆 April 2016⁣
🏆 January 2018⁣
🏆 February 2019⁣
🏆 January 2020⁣
⁣
The King!⁣",2020-02-07 12:26:20,,52557,736,0,,,52557,6875,215,162,10,335,nan
10163606280545455,The perfect finish from Bellamy!,2020-02-07 11:11:48,,5472,68,0,https://m.facebook.com/story.php?story_fbid=10163606280545455&id=208411345454,,5472,360,19,7,3,7,nan
10163606119500455,"The gossip continues...
MANCITY.COM
Media: City monitor Inter striker?",2020-02-07 09:44:03,"MANCITY.COM
Media: City monitor Inter striker?",4998,95,23,https://m.facebook.com/story.php?story_fbid=10163606119500455&id=208411345454,https://www.mancity.com/news/first-team/media-watch/2020/february/man-city-transfer-news-rumours-lautaro-martinez,4998,179,12,32,2,11,nan
10163603396765455,"Raheem Sterling will miss the visit of West Ham after scans revealed he has suffered damage to his left hamstring.
The forward limped out of our game at Tottenham on Sunday with six minutes remaining and was assessed on Thursday at the CFA.
Everyone at City wishes Raheem a full and speedy recovery.",2020-02-06 20:30:35,,30911,1145,0,https://m.facebook.com/story.php?story_fbid=10163603396765455&id=208411345454,,30911,1017,82,1515,602,310,nan
10163603220680455,"""He is my idol...""
David Silva's City teammates heap praise on their captain!
Watch Made in Gran Canaria now on CITY+
SUBSCRIBE ➡ http://mancity.com/city-plus/",2020-02-06 19:49:35,,5906,112,0,,http://mancity.com/city-plus/,5906,692,15,13,7,36,nan
10163602586425455,THE SUN IS SHINING IN MANCHESTER!!!,2020-02-06 17:14:41,,36351,551,0,https://m.facebook.com/story.php?story_fbid=10163602586425455&id=208411345454,,36351,3447,80,126,8,58,nan
10163601554120455,"El Mago with the late winner against the Hammers...
Oh, and can we just talk about that assist from Kevin De Bruyne?!",2020-02-06 13:00:01,,7560,112,0,,,7560,613,27,21,1,17,nan
10163601350080455,Headers from Aymeric Laporte and Gabriel Jesus sealed the three points at Goodison Park a year ago today!,2020-02-06 11:06:43,,14606,110,0,https://m.facebook.com/story.php?story_fbid=10163601350080455&id=208411345454,,14606,828,31,32,4,41,nan
10163601008490455,"We've heard this before, but the media still believe...
MANCITY.COM
Mail: City in pole position if Messi quits Barca?",2020-02-06 08:33:29,"MANCITY.COM
Mail: City in pole position if Messi quits Barca?",17258,893,535,https://m.facebook.com/story.php?story_fbid=10163601008490455&id=208411345454,https://manc.it/2UwjL63,17258,1282,215,824,36,56,nan
10163598712475455,Same Goals coaching clinics!,2020-02-05 21:30:23,,7968,78,0,https://m.facebook.com/story.php?story_fbid=10163598712475455&id=208411345454,,7968,352,14,9,2,16,nan
10163597588105455,Back to it!,2020-02-05 17:24:49,,9975,113,0,https://m.facebook.com/story.php?story_fbid=10163597588105455&id=208411345454,,9975,563,10,19,1,32,nan
10163596004110455,A Gabriel Jesus double downed the Swans! ⚽️⚽️,2020-02-05 10:14:21,,7899,172,0,https://m.facebook.com/story.php?story_fbid=10163596004110455&id=208411345454,,7899,556,18,30,3,13,nan
10163595927110455,"Is 'the new Dani Alves' on City's radar?
More transfer gossip this morning...
MANCITY.COM
Media: City lead race for Brazilian starlet?",2020-02-05 09:31:35,"MANCITY.COM
Media: City lead race for Brazilian starlet?",4339,82,18,https://m.facebook.com/story.php?story_fbid=10163595927110455&id=208411345454,https://www.mancity.com/news/first-team/media-watch/2020/february/man-city-transfer-news-rumours-yan-couto-brazil,4339,153,6,15,3,11,nan
10163591924240455,"How's your touch, lads?
Taylor, Tommy and Adrián show us what they've got!",2020-02-04 17:00:00,,5785,89,0,,,5785,319,10,19,3,13,nan
10163591731940455,"He's flown out of the blocks in 2020! 🔥
Ask Sergio a question to win a signed shirt!
ENTER: https://manc.it/2GTWJhz",2020-02-04 15:16:35,,7944,211,0,,https://manc.it/2GTWJhz,7944,836,16,37,2,119,nan
10163591500140455,"Our Official Recruitment Partner Hays Worldwide spoke to Pauline Bremer, Rodrigo, Matilde Fidalgo and Ilkay Gundogan on how to broaden your skillset.
Read our blog to find out what other skills you’ll need to secure career success: http://bit.ly/2RJxDZ1",2020-02-04 14:03:35,,2758,47,0,,https://bit.ly/2RJxDZ1,2758,167,6,3,0,10,nan
10163590960840455,"Some absolute beauties to kick-off the year!
Vote for your favourite strike here: https://manc.it/2uYKpKq",2020-02-04 11:00:00,,8649,279,0,,https://manc.it/2uYKpKq,8649,683,19,26,1,18,nan
10163590935215455,Three points in the snow!,2020-02-04 10:13:16,,5055,66,0,https://m.facebook.com/story.php?story_fbid=10163590935215455&id=208411345454,,5055,412,8,20,1,13,nan
10163587566445455,Tunnel vision. The game don't change 👊,2020-02-03 21:00:00,,23644,239,0,https://m.facebook.com/story.php?story_fbid=10163587566445455&id=208411345454,,23644,1493,30,95,5,45,nan
10163587399385455,Back to it! ⚽️,2020-02-03 19:00:00,,30868,587,0,https://m.facebook.com/story.php?story_fbid=10163587399385455&id=208411345454,,30868,1781,36,177,23,629,nan
10163586624645455,"""Sometimes I watch that goal and I like to see the reaction of the people behind the goal"" ⚽️
3️⃣0️⃣0️⃣ Appearances! You know we had to sit down with Fernandinho to look through some of his best bits!",2020-02-03 17:00:00,,8023,151,0,https://m.facebook.com/story.php?story_fbid=10163586624645455&id=208411345454,,8023,542,22,25,3,85,nan
10163586522085455,Giving Nick Cushing the perfect send-off with three top of the table points in the FAWSL!,2020-02-03 12:25:13,,11948,77,0,https://m.facebook.com/story.php?story_fbid=10163586522085455&id=208411345454,,11948,392,9,59,3,18,nan
10163586261985455,City hat-trick number 14 for Sergio Aguero on this day last year! 🙌,2020-02-03 10:44:27,,8665,148,0,https://m.facebook.com/story.php?story_fbid=10163586261985455&id=208411345454,,8665,578,18,49,1,30,nan
10163582889345455,A tough evening...,2020-02-02 19:34:41,,38648,3915,0,https://m.facebook.com/story.php?story_fbid=10163582889345455&id=208411345454,,38648,829,486,10825,3269,4176,nan
10163582211600455,What an achievement!,2020-02-02 17:14:15,,5425,241,0,https://m.facebook.com/story.php?story_fbid=10163582211600455&id=208411345454,,5425,533,18,83,4,53,nan
10163582164445455,"FULL-TIME | What a win!
Goals from Pauline Bremer and Lauren Hemp clinch a precious three points in the FA WSL title race and complete Nick Cushing tenure on a high! 💙",2020-02-02 17:03:19,,10369,154,0,https://m.facebook.com/story.php?story_fbid=10163582164445455&id=208411345454,,10369,721,23,70,10,21,nan
10163582016550455,"Here's how we line up against Spurs...
XI | Ederson, Walker, Otamendi, Fernandinho (C), Zinchenko, Rodrigo, Gundogan, De Bruyne, Mahrez, Sterling, Aguero.
SUBS | Bravo, G Jesus, Bernardo, D Silva, Cancelo, Foden, Garcia.",2020-02-02 16:30:25,,35195,2591,0,,,35195,9164,303,286,42,159,nan
10163581434470455,"Here's how we line up for Nick Cushing's final game in charge...
XI | Roebuck, Stanway, Houghton (C), Bonner, Stokes, Walsh, Weir, Scott, Hemp, White, Bremer.
SUBS | Benameur, Coombs, Toland, Park, Wullaert, Bissell, Fidalgo.",2020-02-02 14:00:01,,9829,787,0,,,9829,326,29,876,20,780,nan
10163586446090455,A tough one...,2020-02-02 13:00:00,,38066,517,0,https://m.facebook.com/story.php?story_fbid=10163586443800455&id=208411345454,,0,0,0,0,0,0,nan
10163581087850455,"🌟 Sergio Aguero hungry for more
⚽ Tottenham Hotspur v Man City and City v Arsenal Women previews
📰 Defensive reinforcements discussed
MANCITY.COM
Media Watch: Aguero sets sights on more PL records",2020-02-02 10:52:13,"MANCITY.COM
Media Watch: Aguero sets sights on more PL records",4583,116,28,https://m.facebook.com/story.php?story_fbid=10163581087850455&id=208411345454,https://www.mancity.com/news/first-team/media-watch/2020/february/man-city-transfer-news--gossip-tottenham-arsenal-sergio-aguero,4583,287,18,14,2,43,nan
10163580935290455,MATCHDAY!,2020-02-02 09:51:27,,32838,1418,0,https://m.facebook.com/story.php?story_fbid=10163580935290455&id=208411345454,,32838,2814,108,175,30,84,nan
10163579367295455,Nick Cushing takes charge of his final training session 💙,2020-02-02 00:45:37,,7515,80,0,https://m.facebook.com/story.php?story_fbid=10163579367295455&id=208411345454,,7515,317,11,13,6,29,nan
10163577626185455,The first episode of In The Game of 2020... and it's a good one! ⚽️,2020-02-01 19:00:32,,27096,1781,397,,,0,0,0,0,0,0,nan
10163575763660455,Ready to give our Sunday best! 💪,2020-02-01 15:00:00,,10999,101,0,https://m.facebook.com/story.php?story_fbid=10163575763660455&id=208411345454,,10999,637,15,24,0,42,nan
10163575756240455,That Silva ➡️ Aguero link-up at its devastating best!,2020-02-01 13:00:00,,8135,126,0,,,8135,610,30,12,2,49,nan
10163575750660455,Gabriel Jesus got off the mark in sky blue on this day three years ago! ⚽️,2020-02-01 10:18:05,,16472,147,0,https://m.facebook.com/story.php?story_fbid=10163575750660455&id=208411345454,,16472,1135,32,18,2,71,nan
10163572563655455,Behind the scenes at the Carabao Cup Semi Final with United and players pen new deals at the Club.,2020-01-31 20:53:29,,5281,98,0,,,5281,333,13,10,1,32,nan
10163571549475455,We are delighted to announce Caroline Weir has penned a new deal until 2022! 🔏,2020-01-31 17:05:26,,5338,93,0,https://m.facebook.com/story.php?story_fbid=10163571549475455&id=208411345454,,5338,420,19,13,0,12,nan
10163570540630455,Pranking your teammate through the art of football commentary! 😂,2020-01-31 15:00:00,,3976,50,0,https://m.facebook.com/story.php?story_fbid=10163570540630455&id=208411345454,,3976,224,8,22,2,11,nan
10163570194335455,Classic Edin Dzeko! ⚽️,2020-01-31 13:00:00,,6005,109,0,,,6005,528,13,15,2,12,nan
10163570140005455,3️⃣ goals. 3️⃣ goalscorers. 3️⃣ points ✅,2020-01-31 11:00:00,,12564,155,0,https://m.facebook.com/story.php?story_fbid=10163570140005455&id=208411345454,,12564,756,15,19,6,65,nan
